               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 314,            0.016167,           0.0053154,            0.002276,             0.99362,             0.99177,               0.995,             0.91671,           0.0099745,           0.0029588,           0.0012144,           0.0038026,           0.0038026,           0.0038026
                 315,            0.015947,           0.0054561,           0.0019839,              0.9932,             0.99192,               0.995,             0.91114,            0.010412,           0.0029434,           0.0012052,           0.0037828,           0.0037828,           0.0037828
                 316,            0.015229,           0.0050969,           0.0015187,             0.99309,             0.99188,               0.995,             0.91399,            0.010604,           0.0029505,           0.0011965,            0.003763,            0.003763,            0.003763
                 317,            0.016062,           0.0053065,           0.0023774,             0.99284,             0.99165,               0.995,             0.90837,            0.010331,            0.002966,           0.0011925,           0.0037432,           0.0037432,           0.0037432
                 318,             0.01545,           0.0052107,           0.0014459,             0.99266,             0.99146,               0.995,             0.90449,            0.010008,           0.0029579,           0.0011876,           0.0037234,           0.0037234,           0.0037234
                 319,            0.015024,           0.0053029,           0.0020607,             0.99369,             0.99161,               0.995,              0.9034,            0.010702,           0.0030444,           0.0011887,           0.0037036,           0.0037036,           0.0037036
                 320,            0.015343,           0.0057382,           0.0018171,             0.99428,              0.9918,               0.995,              0.9045,            0.010316,           0.0030504,           0.0011876,           0.0036838,           0.0036838,           0.0036838
                 321,            0.015316,            0.005386,           0.0015933,             0.99445,             0.99178,               0.995,             0.90661,            0.010172,           0.0029771,           0.0011768,            0.003664,            0.003664,            0.003664
                 322,            0.015453,           0.0062689,           0.0020645,             0.99434,             0.99175,               0.995,             0.91019,           0.0097608,           0.0028915,           0.0011631,           0.0036442,           0.0036442,           0.0036442
                 323,            0.015937,           0.0049578,           0.0015718,             0.99435,             0.99164,               0.995,             0.89848,            0.010335,            0.002913,           0.0011531,           0.0036244,           0.0036244,           0.0036244
                 324,            0.015088,           0.0052799,           0.0015974,             0.99429,              0.9916,               0.995,             0.90906,           0.0099854,           0.0028169,           0.0011651,           0.0036046,           0.0036046,           0.0036046
                 325,            0.015259,           0.0050803,           0.0021053,             0.99442,             0.99168,               0.995,             0.90664,           0.0097149,           0.0028027,           0.0011712,           0.0035848,           0.0035848,           0.0035848
                 326,            0.015042,           0.0047604,           0.0014423,             0.99425,             0.99178,               0.995,             0.90578,            0.010019,           0.0028114,           0.0011758,            0.003565,            0.003565,            0.003565
                 327,            0.015344,           0.0053015,           0.0020456,             0.99429,             0.99203,               0.995,              0.9215,           0.0093824,           0.0027517,           0.0011777,           0.0035452,           0.0035452,           0.0035452
                 328,             0.01617,           0.0055573,           0.0021567,             0.99479,             0.99245,               0.995,             0.91804,           0.0091005,           0.0027046,           0.0011884,           0.0035254,           0.0035254,           0.0035254
                 329,            0.014913,            0.005489,            0.002277,             0.99463,             0.99387,               0.995,             0.91097,           0.0094604,           0.0027129,           0.0012001,           0.0035056,           0.0035056,           0.0035056
                 330,            0.014904,           0.0050837,            0.001855,             0.99308,             0.99704,               0.995,             0.91161,             0.01027,           0.0028107,           0.0011943,           0.0034858,           0.0034858,           0.0034858
                 331,            0.015397,           0.0051836,            0.001637,             0.99405,             0.99682,               0.995,             0.90544,            0.009797,           0.0027808,           0.0011922,            0.003466,            0.003466,            0.003466
                 332,            0.015068,           0.0052834,           0.0017918,             0.99481,             0.99632,               0.995,             0.90068,           0.0098144,           0.0028262,             0.00119,           0.0034462,           0.0034462,           0.0034462
                 333,             0.01546,           0.0054836,           0.0016756,             0.99521,              0.9958,               0.995,             0.91483,           0.0099495,            0.002846,           0.0011678,           0.0034264,           0.0034264,           0.0034264
                 334,            0.015896,           0.0055606,           0.0022003,             0.99448,             0.99599,               0.995,             0.90431,           0.0099071,           0.0028226,           0.0011469,           0.0034066,           0.0034066,           0.0034066
                 335,            0.015268,           0.0046334,           0.0014004,             0.99347,             0.99628,               0.995,             0.90897,           0.0099484,           0.0028556,           0.0011205,           0.0033868,           0.0033868,           0.0033868
                 336,            0.015418,           0.0051635,           0.0021842,              0.9921,             0.99672,               0.995,             0.92502,           0.0094541,           0.0028431,           0.0011046,            0.003367,            0.003367,            0.003367
                 337,            0.014996,           0.0057236,           0.0016314,             0.99364,              0.9902,             0.99454,              0.9111,           0.0099867,           0.0028318,           0.0010845,           0.0033472,           0.0033472,           0.0033472
                 338,            0.013803,           0.0046164,           0.0015297,             0.99369,              0.9902,             0.99454,             0.90536,           0.0093824,           0.0028215,           0.0010709,           0.0033274,           0.0033274,           0.0033274
                 339,            0.015268,           0.0053401,           0.0015441,             0.99347,              0.9902,             0.99454,             0.90793,           0.0090558,           0.0028126,           0.0010595,           0.0033076,           0.0033076,           0.0033076
                 340,            0.014362,           0.0049666,           0.0017909,             0.99343,              0.9902,             0.99454,             0.91303,           0.0090338,           0.0027853,           0.0010539,           0.0032878,           0.0032878,           0.0032878
                 341,            0.015292,           0.0052402,           0.0029554,             0.99328,              0.9902,             0.99454,             0.89844,            0.010054,           0.0029106,           0.0010581,            0.003268,            0.003268,            0.003268
                 342,            0.014686,           0.0052628,           0.0023994,             0.99353,              0.9902,             0.99454,             0.90887,           0.0096758,             0.00279,           0.0010516,           0.0032482,           0.0032482,           0.0032482
                 343,            0.013791,           0.0053244,            0.001762,             0.99377,              0.9902,             0.99454,             0.93349,           0.0091237,           0.0027039,           0.0010407,           0.0032284,           0.0032284,           0.0032284
                 344,            0.014049,           0.0051548,           0.0012162,             0.99411,              0.9902,             0.99454,             0.92038,           0.0089483,           0.0026387,           0.0010324,           0.0032086,           0.0032086,           0.0032086
                 345,            0.014577,           0.0054648,           0.0015442,             0.99394,              0.9902,             0.99454,             0.91734,           0.0095252,           0.0027388,           0.0010243,           0.0031888,           0.0031888,           0.0031888
                 346,            0.015158,           0.0050979,           0.0018312,               0.994,              0.9902,             0.99454,             0.92829,           0.0090573,            0.002722,           0.0010222,            0.003169,            0.003169,            0.003169
                 347,            0.014274,           0.0051535,           0.0015006,             0.99338,              0.9902,             0.99454,               0.926,           0.0091034,           0.0027342,            0.001021,           0.0031492,           0.0031492,           0.0031492
                 348,            0.014878,            0.005195,           0.0017402,             0.99302,              0.9902,             0.99454,             0.92965,           0.0085944,           0.0026663,           0.0010232,           0.0031294,           0.0031294,           0.0031294
                 349,            0.014131,           0.0050963,            0.001419,               0.982,                   1,             0.99454,             0.92774,           0.0087402,           0.0026231,           0.0010316,           0.0031096,           0.0031096,           0.0031096
                 350,            0.013461,            0.005033,           0.0020321,             0.99671,             0.99625,               0.995,             0.93212,             0.00878,           0.0026111,           0.0010338,           0.0030898,           0.0030898,           0.0030898
                 351,            0.013569,           0.0050022,           0.0016741,              0.9967,             0.99628,               0.995,              0.9196,           0.0087299,             0.00262,           0.0010326,             0.00307,             0.00307,             0.00307
                 352,            0.013322,           0.0047817,           0.0013346,             0.99635,             0.99628,               0.995,              0.9057,           0.0095272,           0.0026607,           0.0010208,           0.0030502,           0.0030502,           0.0030502
                 353,            0.014814,           0.0051977,           0.0019095,             0.99623,             0.99623,               0.995,              0.9076,           0.0095286,           0.0026886,           0.0010099,           0.0030304,           0.0030304,           0.0030304
                 354,            0.013769,           0.0049881,           0.0015353,             0.99638,              0.9961,               0.995,             0.90043,           0.0096892,           0.0026986,           0.0010051,           0.0030106,           0.0030106,           0.0030106
                 355,            0.014421,           0.0055847,           0.0014007,             0.99676,             0.99611,               0.995,             0.91173,           0.0090566,           0.0026801,          0.00099369,           0.0029908,           0.0029908,           0.0029908
                 356,            0.013585,             0.00484,           0.0016753,             0.99648,             0.99722,               0.995,             0.92098,           0.0090366,           0.0027358,          0.00097641,            0.002971,            0.002971,            0.002971
                 357,            0.013536,           0.0049745,           0.0014154,             0.99638,             0.99717,               0.995,             0.91424,              0.0087,           0.0027257,          0.00097325,           0.0029512,           0.0029512,           0.0029512
                 358,             0.01365,           0.0055104,           0.0019926,             0.99609,             0.99752,               0.995,             0.92596,           0.0086515,            0.002657,          0.00096906,           0.0029314,           0.0029314,           0.0029314
                 359,            0.014006,           0.0053798,           0.0014773,             0.99604,             0.99784,               0.995,             0.90876,           0.0088872,           0.0026513,          0.00096735,           0.0029116,           0.0029116,           0.0029116
                 360,            0.014459,           0.0046845,           0.0015741,             0.99593,             0.99778,               0.995,             0.91867,           0.0090465,           0.0026385,          0.00096841,           0.0028918,           0.0028918,           0.0028918
                 361,            0.014909,           0.0051767,           0.0021886,             0.99583,             0.99743,               0.995,             0.93908,           0.0079632,           0.0025149,          0.00097131,            0.002872,            0.002872,            0.002872
                 362,            0.013761,           0.0051286,           0.0016437,             0.99587,             0.99752,               0.995,             0.92649,           0.0088596,           0.0025991,          0.00097759,           0.0028522,           0.0028522,           0.0028522
                 363,            0.014058,           0.0045441,           0.0017033,             0.99599,             0.99834,               0.995,              0.9314,           0.0085811,            0.002566,          0.00097696,           0.0028324,           0.0028324,           0.0028324
                 364,            0.012865,           0.0047454,           0.0018087,             0.99604,             0.99764,               0.995,             0.92458,           0.0087992,           0.0026053,          0.00097471,           0.0028126,           0.0028126,           0.0028126
                 365,            0.014254,           0.0056584,           0.0013205,             0.99613,             0.99783,               0.995,             0.92082,           0.0091125,           0.0025728,          0.00096364,           0.0027928,           0.0027928,           0.0027928
                 366,            0.012943,           0.0047093,           0.0020342,             0.99637,             0.99876,               0.995,             0.93223,           0.0082323,           0.0024951,          0.00095199,            0.002773,            0.002773,            0.002773
                 367,            0.013655,            0.005222,           0.0015855,             0.99589,                   1,               0.995,             0.92526,           0.0081808,           0.0024641,          0.00093882,           0.0027532,           0.0027532,           0.0027532
                 368,            0.013923,           0.0058152,           0.0016646,             0.98963,                   1,               0.995,             0.92614,           0.0085496,              0.0025,          0.00093012,           0.0027334,           0.0027334,           0.0027334
                 369,            0.013354,             0.00519,           0.0014664,              0.9872,                   1,               0.995,             0.91656,           0.0090561,             0.00257,          0.00092605,           0.0027136,           0.0027136,           0.0027136
                 370,            0.013324,           0.0050283,           0.0016255,             0.98719,                   1,               0.995,             0.92676,           0.0082081,            0.002476,           0.0009191,           0.0026938,           0.0026938,           0.0026938
                 371,            0.013403,            0.004656,           0.0016461,             0.98716,                   1,               0.995,             0.91467,           0.0092656,           0.0025659,          0.00091571,            0.002674,            0.002674,            0.002674
                 372,            0.013128,           0.0051815,           0.0016977,             0.98722,                   1,               0.995,             0.92639,           0.0083706,           0.0024585,           0.0009163,           0.0026542,           0.0026542,           0.0026542
                 373,            0.013462,           0.0048735,           0.0013978,             0.98745,                   1,               0.995,             0.91687,           0.0085852,           0.0025137,          0.00091336,           0.0026344,           0.0026344,           0.0026344
                 374,            0.013079,           0.0050971,           0.0012553,             0.98752,                   1,               0.995,             0.90686,           0.0087268,            0.002531,          0.00091453,           0.0026146,           0.0026146,           0.0026146
                 375,            0.013232,           0.0051335,           0.0013873,             0.98747,                   1,               0.995,             0.92153,           0.0085878,           0.0025403,          0.00091598,           0.0025948,           0.0025948,           0.0025948
                 376,            0.013213,           0.0051093,           0.0012435,             0.98727,                   1,               0.995,             0.92131,           0.0087775,           0.0025587,          0.00091663,            0.002575,            0.002575,            0.002575
                 377,            0.012687,           0.0049109,           0.0010897,             0.98736,                   1,               0.995,             0.91914,           0.0087929,           0.0025556,          0.00091704,           0.0025552,           0.0025552,           0.0025552
                 378,            0.013838,             0.00499,            0.001426,             0.98742,                   1,               0.995,             0.91099,           0.0088463,           0.0025863,          0.00091243,           0.0025354,           0.0025354,           0.0025354
                 379,            0.012634,           0.0047014,           0.0011265,             0.98727,                   1,               0.995,             0.91297,           0.0090242,            0.002594,          0.00090966,           0.0025156,           0.0025156,           0.0025156
                 380,            0.012935,           0.0047584,           0.0011918,             0.98712,                   1,               0.995,             0.93092,           0.0083047,           0.0025265,          0.00090314,           0.0024958,           0.0024958,           0.0024958
                 381,            0.012643,           0.0047867,           0.0015218,              0.9903,                   1,               0.995,             0.92647,           0.0088178,           0.0025524,          0.00089915,            0.002476,            0.002476,            0.002476
                 382,            0.012263,           0.0053061,           0.0014453,              0.9961,             0.99948,               0.995,             0.93926,           0.0080833,           0.0024613,          0.00088658,           0.0024562,           0.0024562,           0.0024562
                 383,            0.012942,           0.0049499,           0.0019255,             0.99624,             0.99863,               0.995,             0.93715,           0.0081276,            0.002456,          0.00088484,           0.0024364,           0.0024364,           0.0024364
                 384,            0.012187,           0.0048516,           0.0016521,             0.99639,             0.99766,               0.995,              0.9414,           0.0081891,           0.0024595,          0.00087999,           0.0024166,           0.0024166,           0.0024166
                 385,            0.013848,           0.0047229,           0.0023934,             0.99648,             0.99749,               0.995,             0.93397,           0.0085237,            0.002487,          0.00087011,           0.0023968,           0.0023968,           0.0023968
                 386,            0.013066,           0.0049396,           0.0010399,             0.99648,             0.99736,               0.995,             0.93901,           0.0081753,           0.0024561,          0.00086405,            0.002377,            0.002377,            0.002377
                 387,             0.01189,           0.0048858,           0.0012037,              0.9966,             0.99705,               0.995,             0.94809,           0.0076177,           0.0024176,          0.00085872,           0.0023572,           0.0023572,           0.0023572
                 388,             0.01305,           0.0045801,           0.0013338,             0.99674,             0.99697,               0.995,             0.92771,            0.007918,           0.0024105,          0.00084864,           0.0023374,           0.0023374,           0.0023374
                 389,            0.012932,           0.0051422,           0.0014811,             0.99695,             0.99737,               0.995,             0.91739,           0.0083817,            0.002499,          0.00084087,           0.0023176,           0.0023176,           0.0023176
                 390,            0.012366,           0.0046114,           0.0014371,             0.99693,             0.99747,               0.995,               0.924,           0.0082729,           0.0024915,          0.00083368,           0.0022978,           0.0022978,           0.0022978
                 391,            0.012507,           0.0049027,            0.001811,             0.99702,             0.99776,               0.995,              0.9257,           0.0079565,           0.0024834,           0.0008236,            0.002278,            0.002278,            0.002278
                 392,            0.012891,           0.0052867,           0.0017449,             0.99692,             0.99719,               0.995,             0.92698,           0.0078485,           0.0024777,          0.00081757,           0.0022582,           0.0022582,           0.0022582
                 393,            0.012757,           0.0047515,           0.0012548,             0.99683,             0.99614,               0.995,             0.92591,           0.0080014,           0.0025213,          0.00080921,           0.0022384,           0.0022384,           0.0022384
                 394,            0.012826,           0.0046758,           0.0017008,             0.99665,             0.99604,               0.995,             0.92058,           0.0081255,           0.0025602,          0.00080324,           0.0022186,           0.0022186,           0.0022186
                 395,             0.01169,           0.0046453,           0.0015208,             0.99655,             0.99599,               0.995,             0.93562,           0.0079059,            0.002565,          0.00079319,           0.0021988,           0.0021988,           0.0021988
                 396,            0.011998,           0.0050686,           0.0013922,             0.99636,             0.99597,               0.995,             0.93318,           0.0077571,           0.0025615,          0.00078667,            0.002179,            0.002179,            0.002179
                 397,            0.011548,           0.0046002,           0.0010796,             0.99634,             0.99593,               0.995,             0.92636,            0.007678,           0.0025414,          0.00078053,           0.0021592,           0.0021592,           0.0021592
                 398,            0.013401,           0.0046754,           0.0015976,             0.99628,             0.99601,               0.995,             0.92048,           0.0082537,           0.0025962,          0.00077836,           0.0021394,           0.0021394,           0.0021394
                 399,             0.01251,           0.0046222,           0.0011641,             0.99631,             0.99586,               0.995,              0.9154,           0.0081014,           0.0025286,          0.00077235,           0.0021196,           0.0021196,           0.0021196
                 400,            0.012039,           0.0045059,           0.0012859,             0.99624,             0.99572,               0.995,             0.93626,           0.0075222,           0.0024746,          0.00076897,           0.0020998,           0.0020998,           0.0020998
                 401,            0.012157,           0.0044475,           0.0014403,             0.99618,             0.99573,               0.995,             0.95153,           0.0075116,           0.0024913,          0.00076497,             0.00208,             0.00208,             0.00208
                 402,            0.011796,           0.0048949,           0.0011654,             0.99631,             0.99567,               0.995,             0.94361,           0.0075422,            0.002497,          0.00076338,           0.0020602,           0.0020602,           0.0020602
                 403,            0.012373,           0.0046849,           0.0012452,             0.99612,             0.99565,               0.995,             0.94469,           0.0073745,           0.0024402,          0.00076063,           0.0020404,           0.0020404,           0.0020404
                 404,            0.011532,            0.004041,           0.0014775,             0.99583,              0.9957,               0.995,             0.94225,           0.0075489,           0.0024138,          0.00076047,           0.0020206,           0.0020206,           0.0020206
                 405,            0.011457,             0.00467,           0.0015911,             0.99561,             0.99577,               0.995,             0.94774,           0.0073763,           0.0023959,          0.00076209,           0.0020008,           0.0020008,           0.0020008
                 406,            0.011512,           0.0048293,            0.001375,             0.99567,             0.99568,               0.995,             0.94554,           0.0074848,           0.0024099,          0.00076359,            0.001981,            0.001981,            0.001981
                 407,            0.011443,           0.0046924,           0.0012828,             0.99591,             0.99555,               0.995,             0.93324,           0.0077719,           0.0024157,          0.00076523,           0.0019612,           0.0019612,           0.0019612
                 408,            0.011934,           0.0051478,           0.0010825,             0.99592,             0.99562,               0.995,             0.93096,           0.0075777,           0.0023834,          0.00076746,           0.0019414,           0.0019414,           0.0019414
                 409,            0.011566,           0.0045801,           0.0011305,             0.99602,             0.99564,               0.995,             0.94295,           0.0073026,           0.0023467,          0.00076611,           0.0019216,           0.0019216,           0.0019216
                 410,            0.012039,           0.0046156,           0.0011003,             0.99624,              0.9956,               0.995,             0.94256,           0.0072057,           0.0023208,           0.0007625,           0.0019018,           0.0019018,           0.0019018
                 411,            0.011736,           0.0045936,           0.0012753,             0.99612,             0.99575,               0.995,             0.93931,           0.0076845,           0.0023541,          0.00076024,            0.001882,            0.001882,            0.001882
                 412,            0.012127,           0.0053762,           0.0011735,             0.99571,             0.99598,               0.995,             0.93999,           0.0072327,           0.0023016,          0.00075194,           0.0018622,           0.0018622,           0.0018622
                 413,             0.01214,           0.0053315,           0.0016121,             0.99539,             0.99602,               0.995,             0.93241,            0.007701,           0.0023491,          0.00074104,           0.0018424,           0.0018424,           0.0018424
                 414,            0.011553,           0.0046029,           0.0010522,             0.99529,             0.99602,               0.995,             0.92875,           0.0078185,           0.0023562,          0.00073176,           0.0018226,           0.0018226,           0.0018226
                 415,            0.012393,           0.0048797,           0.0014718,             0.99501,             0.99616,               0.995,             0.93164,           0.0076639,            0.002327,          0.00072265,           0.0018028,           0.0018028,           0.0018028
                 416,            0.011133,           0.0042538,          0.00088957,             0.99489,             0.99619,               0.995,             0.93564,            0.007481,           0.0023255,          0.00071612,            0.001783,            0.001783,            0.001783
                 417,            0.011605,           0.0048115,            0.001482,             0.99467,             0.99629,               0.995,             0.93496,           0.0074761,           0.0023332,          0.00071353,           0.0017632,           0.0017632,           0.0017632
                 418,             0.01075,           0.0044224,           0.0010356,             0.99482,             0.99621,               0.995,               0.943,           0.0073772,           0.0023205,          0.00071151,           0.0017434,           0.0017434,           0.0017434
                 419,            0.011117,           0.0043946,           0.0010907,             0.99482,             0.99625,               0.995,               0.941,             0.00704,           0.0022819,          0.00070922,           0.0017236,           0.0017236,           0.0017236
                 420,             0.01135,           0.0049404,           0.0011054,              0.9947,             0.99624,               0.995,             0.94306,            0.007277,           0.0023324,          0.00070581,           0.0017038,           0.0017038,           0.0017038
                 421,            0.011439,           0.0045417,           0.0010371,             0.99455,             0.99632,               0.995,             0.94266,           0.0070438,            0.002307,          0.00069845,            0.001684,            0.001684,            0.001684
                 422,            0.011306,           0.0045595,           0.0012636,              0.9948,              0.9963,               0.995,             0.94554,            0.007137,           0.0023135,          0.00069223,           0.0016642,           0.0016642,           0.0016642
                 423,            0.010969,           0.0049541,            0.001129,             0.99502,             0.99621,               0.995,             0.95028,           0.0069651,           0.0022952,          0.00068446,           0.0016444,           0.0016444,           0.0016444
                 424,             0.01169,           0.0055471,           0.0011138,             0.99456,             0.99642,               0.995,              0.9468,           0.0069453,           0.0022682,          0.00067742,           0.0016246,           0.0016246,           0.0016246
                 425,            0.010823,           0.0044226,           0.0010798,             0.99375,             0.99668,               0.995,             0.94724,           0.0071136,           0.0022922,          0.00067129,           0.0016048,           0.0016048,           0.0016048
                 426,            0.011298,           0.0044393,           0.0010542,             0.99259,             0.99699,               0.995,             0.95033,           0.0070885,           0.0022577,          0.00066548,            0.001585,            0.001585,            0.001585
                 427,            0.010189,            0.004364,          0.00088669,             0.99194,              0.9971,               0.995,             0.95315,           0.0069327,           0.0022279,          0.00065702,           0.0015652,           0.0015652,           0.0015652
                 428,            0.010917,           0.0044235,            0.001488,             0.99109,             0.99725,               0.995,             0.95162,           0.0068624,            0.002236,          0.00065139,           0.0015454,           0.0015454,           0.0015454
                 429,            0.011508,           0.0043791,           0.0010272,             0.99093,             0.99674,               0.995,              0.9584,           0.0065939,           0.0022292,          0.00065029,           0.0015256,           0.0015256,           0.0015256
                 430,            0.010347,           0.0043602,           0.0010538,             0.99222,             0.99547,               0.995,             0.94685,            0.006957,           0.0022643,          0.00064619,           0.0015058,           0.0015058,           0.0015058
                 431,            0.011758,            0.004291,           0.0007987,             0.99037,             0.99741,               0.995,             0.95052,           0.0069383,           0.0022444,          0.00064109,            0.001486,            0.001486,            0.001486
                 432,            0.010977,           0.0050641,          0.00083049,             0.99111,             0.99733,               0.995,             0.95549,           0.0067376,           0.0022214,          0.00063933,           0.0014662,           0.0014662,           0.0014662
                 433,            0.010957,           0.0043993,           0.0012031,             0.99118,             0.99735,               0.995,             0.94829,           0.0071114,           0.0022793,          0.00063813,           0.0014464,           0.0014464,           0.0014464
                 434,            0.011706,           0.0042083,           0.0013902,             0.99151,             0.99733,               0.995,             0.95449,           0.0071806,           0.0022756,          0.00063618,           0.0014266,           0.0014266,           0.0014266
                 435,            0.011389,            0.004489,           0.0013038,             0.99177,              0.9973,               0.995,             0.95275,           0.0068232,           0.0022309,          0.00063367,           0.0014068,           0.0014068,           0.0014068
                 436,            0.011008,           0.0043992,           0.0010414,             0.99263,             0.99719,               0.995,             0.95574,           0.0072304,            0.002281,          0.00063065,            0.001387,            0.001387,            0.001387
                 437,            0.010728,           0.0044801,          0.00092675,             0.99334,             0.99705,               0.995,             0.95265,            0.006874,           0.0022864,          0.00062947,           0.0013672,           0.0013672,           0.0013672
                 438,            0.010937,            0.004343,           0.0011136,             0.99422,             0.99682,               0.995,             0.95885,           0.0067979,           0.0022439,          0.00062926,           0.0013474,           0.0013474,           0.0013474
                 439,            0.010662,           0.0041433,           0.0012435,              0.9944,             0.99679,               0.995,             0.94472,           0.0070341,           0.0022694,          0.00062839,           0.0013276,           0.0013276,           0.0013276
                 440,            0.011792,           0.0045398,           0.0013137,             0.99451,             0.99676,               0.995,             0.95291,            0.006753,           0.0022738,          0.00062544,           0.0013078,           0.0013078,           0.0013078
                 441,            0.011029,           0.0044613,           0.0012255,             0.99439,             0.99679,               0.995,             0.95342,            0.007076,           0.0022924,          0.00062247,            0.001288,            0.001288,            0.001288
                 442,            0.010111,           0.0043089,          0.00086475,             0.99424,             0.99684,               0.995,             0.94366,           0.0068856,           0.0022808,          0.00062086,           0.0012682,           0.0012682,           0.0012682
                 443,            0.010876,           0.0049127,          0.00087921,             0.99402,             0.99692,               0.995,             0.95669,           0.0065665,           0.0022574,          0.00061831,           0.0012484,           0.0012484,           0.0012484
                 444,            0.010525,           0.0043536,           0.0011673,             0.99426,              0.9969,               0.995,              0.9556,           0.0067028,           0.0022794,          0.00061893,           0.0012286,           0.0012286,           0.0012286
                 445,            0.010742,           0.0047527,           0.0011216,             0.99458,             0.99678,               0.995,             0.96158,           0.0065943,           0.0022301,          0.00061492,           0.0012088,           0.0012088,           0.0012088
                 446,            0.010176,           0.0045839,          0.00088786,             0.99486,             0.99675,               0.995,             0.95612,           0.0067262,            0.002226,          0.00061052,            0.001189,            0.001189,            0.001189
                 447,            0.010968,           0.0042698,           0.0010301,             0.99509,             0.99666,               0.995,             0.96132,           0.0067644,           0.0022342,          0.00060587,           0.0011692,           0.0011692,           0.0011692
                 448,            0.011039,            0.004434,          0.00084331,             0.99512,             0.99668,               0.995,             0.95587,           0.0067748,           0.0022634,          0.00059998,           0.0011494,           0.0011494,           0.0011494
                 449,            0.010892,           0.0045652,          0.00080861,             0.99542,             0.99657,               0.995,             0.95425,           0.0067212,           0.0022443,          0.00059361,           0.0011296,           0.0011296,           0.0011296
                 450,            0.011162,            0.004143,          0.00099361,              0.9953,             0.99664,               0.995,             0.95079,           0.0067896,           0.0022722,          0.00059078,           0.0011098,           0.0011098,           0.0011098
                 451,            0.010403,           0.0041758,           0.0010718,             0.99538,             0.99665,               0.995,             0.95979,             0.00669,           0.0022813,          0.00058717,             0.00109,             0.00109,             0.00109
                 452,            0.010034,           0.0048028,           0.0008044,             0.99526,             0.99671,               0.995,             0.96407,           0.0066198,           0.0022382,          0.00058053,           0.0010702,           0.0010702,           0.0010702
                 453,            0.010042,           0.0041525,          0.00076203,             0.99476,             0.99681,               0.995,             0.95694,           0.0066802,           0.0022309,           0.0005773,           0.0010504,           0.0010504,           0.0010504
                 454,            0.010304,           0.0040785,          0.00088361,             0.99397,             0.99704,               0.995,             0.95515,           0.0064727,           0.0021991,          0.00057292,           0.0010306,           0.0010306,           0.0010306
                 455,            0.010447,           0.0051981,           0.0010679,             0.99333,              0.9972,               0.995,             0.94835,           0.0067088,           0.0022194,          0.00056659,           0.0010108,           0.0010108,           0.0010108
                 456,            0.010536,           0.0043261,          0.00083963,             0.99279,             0.99727,               0.995,             0.95646,           0.0065678,           0.0021967,          0.00056182,            0.000991,            0.000991,            0.000991
                 457,            0.010774,           0.0045927,           0.0010397,             0.99238,             0.99733,               0.995,             0.95132,           0.0065421,           0.0022123,          0.00055607,           0.0009712,           0.0009712,           0.0009712
                 458,            0.010019,           0.0039485,           0.0012721,             0.99279,             0.99719,               0.995,             0.94944,           0.0065703,           0.0022095,          0.00055057,           0.0009514,           0.0009514,           0.0009514
                 459,             0.01007,           0.0047643,          0.00079768,             0.99329,             0.99703,               0.995,             0.95343,           0.0065316,           0.0021988,            0.000544,           0.0009316,           0.0009316,           0.0009316
                 460,           0.0098633,           0.0040106,           0.0010234,             0.99328,             0.99701,               0.995,              0.9567,           0.0065542,           0.0021888,           0.0005398,           0.0009118,           0.0009118,           0.0009118
                 461,           0.0097293,           0.0046462,          0.00093954,             0.99327,             0.99697,               0.995,             0.95413,           0.0065179,           0.0021763,          0.00053553,            0.000892,            0.000892,            0.000892
                 462,            0.010197,           0.0045385,           0.0013014,             0.99309,               0.997,               0.995,             0.95094,           0.0065572,           0.0021724,          0.00053208,           0.0008722,           0.0008722,           0.0008722
                 463,            0.010271,            0.004291,           0.0010936,             0.99319,             0.99696,               0.995,             0.94669,           0.0068714,           0.0022093,          0.00052904,           0.0008524,           0.0008524,           0.0008524
                 464,            0.010937,           0.0043919,          0.00095509,             0.99331,             0.99699,               0.995,             0.95281,           0.0065916,           0.0021724,          0.00052657,           0.0008326,           0.0008326,           0.0008326
                 465,            0.010988,           0.0044506,          0.00089058,             0.99342,             0.99693,               0.995,              0.9611,           0.0064397,            0.002165,          0.00052435,           0.0008128,           0.0008128,           0.0008128
                 466,            0.010015,           0.0043828,           0.0010615,             0.99336,             0.99697,               0.995,             0.95326,           0.0064215,           0.0021404,           0.0005209,            0.000793,            0.000793,            0.000793
                 467,           0.0092803,           0.0040151,          0.00082325,              0.9933,             0.99699,               0.995,             0.95872,            0.006547,           0.0021437,           0.0005176,           0.0007732,           0.0007732,           0.0007732
                 468,             0.00907,           0.0038393,          0.00062934,             0.99304,             0.99711,               0.995,              0.9568,           0.0063604,           0.0021254,           0.0005145,           0.0007534,           0.0007534,           0.0007534
                 469,           0.0087932,           0.0043647,          0.00095504,             0.99287,             0.99715,               0.995,             0.96529,           0.0063033,           0.0021143,          0.00050975,           0.0007336,           0.0007336,           0.0007336
                 470,           0.0097663,           0.0044388,          0.00080507,             0.99296,             0.99719,               0.995,             0.95709,           0.0062787,           0.0021234,          0.00050508,           0.0007138,           0.0007138,           0.0007138
                 471,            0.010461,           0.0045313,          0.00074245,             0.99285,             0.99721,               0.995,             0.95442,           0.0063645,           0.0021428,          0.00050078,            0.000694,            0.000694,            0.000694
