               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.023851,           0.0067771,            0.003848,             0.97903,                   1,               0.995,             0.81661,            0.016261,            0.003872,           0.0018999,           0.0069706,           0.0069706,           0.0069706
                 155,             0.02389,           0.0064741,           0.0032766,             0.98346,               0.999,               0.995,             0.81883,             0.01813,           0.0040541,           0.0018859,           0.0069508,           0.0069508,           0.0069508
                 156,            0.023735,           0.0062876,           0.0045392,             0.98434,             0.99748,               0.995,              0.8344,            0.017346,           0.0040015,           0.0019311,            0.006931,            0.006931,            0.006931
                 157,            0.023417,           0.0066825,           0.0044156,             0.98433,             0.99913,               0.995,             0.82782,            0.017768,           0.0039653,            0.002002,           0.0069112,           0.0069112,           0.0069112
                 158,             0.02314,           0.0065974,           0.0030482,             0.98186,             0.99715,               0.995,             0.83349,             0.01619,           0.0039084,           0.0020346,           0.0068914,           0.0068914,           0.0068914
                 159,             0.02316,           0.0063307,            0.003112,             0.98543,             0.99907,              0.9946,             0.84279,            0.018179,            0.003974,           0.0020222,           0.0068716,           0.0068716,           0.0068716
                 160,            0.024084,           0.0064618,           0.0031589,             0.98116,              0.9988,             0.99421,             0.81654,            0.017087,           0.0039863,           0.0020703,           0.0068518,           0.0068518,           0.0068518
                 161,            0.024964,           0.0068033,           0.0035836,             0.98142,                   1,             0.99381,             0.83049,            0.016542,           0.0039372,           0.0020677,            0.006832,            0.006832,            0.006832
                 162,            0.022701,           0.0056198,           0.0042352,             0.98483,              0.9997,               0.995,             0.82978,            0.017645,           0.0038633,           0.0020368,           0.0068122,           0.0068122,           0.0068122
                 163,            0.025316,           0.0074916,           0.0035138,             0.97918,                   1,               0.995,             0.83514,            0.015585,           0.0037518,           0.0020059,           0.0067924,           0.0067924,           0.0067924
                 164,             0.02218,           0.0067979,           0.0033954,             0.98253,                   1,               0.995,             0.79606,            0.017502,            0.003759,           0.0019164,           0.0067726,           0.0067726,           0.0067726
                 165,            0.023395,           0.0068752,            0.003161,             0.97947,                   1,               0.995,             0.80973,            0.018531,           0.0038665,           0.0018606,           0.0067528,           0.0067528,           0.0067528
                 166,            0.023192,           0.0063319,           0.0028747,             0.97905,             0.99828,               0.995,             0.82956,            0.016671,           0.0037536,            0.001891,            0.006733,            0.006733,            0.006733
                 167,            0.022123,           0.0067319,           0.0029571,             0.97962,             0.99721,               0.995,             0.81287,            0.018386,           0.0038032,           0.0019008,           0.0067132,           0.0067132,           0.0067132
                 168,            0.024965,           0.0074273,           0.0046004,             0.98941,             0.99703,               0.995,             0.82576,            0.015376,           0.0036599,           0.0019602,           0.0066934,           0.0066934,           0.0066934
                 169,            0.022705,           0.0064085,            0.004049,              0.9892,             0.99953,               0.995,             0.82517,            0.016395,             0.00372,           0.0019887,           0.0066736,           0.0066736,           0.0066736
                 170,            0.024129,           0.0072564,            0.003317,             0.98847,             0.99716,               0.995,             0.80984,            0.018666,           0.0038762,           0.0019515,           0.0066538,           0.0066538,           0.0066538
                 171,            0.023006,           0.0068306,           0.0030913,             0.98744,             0.99693,               0.995,             0.82872,            0.016963,           0.0037329,           0.0019413,            0.006634,            0.006634,            0.006634
                 172,            0.022346,           0.0069573,            0.003236,             0.98672,             0.99672,               0.995,             0.85037,             0.01523,           0.0036478,           0.0018999,           0.0066142,           0.0066142,           0.0066142
                 173,            0.023706,           0.0065394,           0.0032357,             0.98528,              0.9957,               0.995,             0.84499,            0.015286,           0.0036781,           0.0018392,           0.0065944,           0.0065944,           0.0065944
                 174,            0.024198,           0.0066179,           0.0043754,             0.98292,             0.99566,               0.995,             0.84926,            0.016089,           0.0037368,           0.0018157,           0.0065746,           0.0065746,           0.0065746
                 175,            0.021931,           0.0068129,           0.0028275,             0.98448,             0.99468,               0.995,             0.84647,            0.015247,           0.0036812,           0.0018236,           0.0065548,           0.0065548,           0.0065548
                 176,            0.021507,           0.0066318,           0.0039449,             0.98586,             0.99364,               0.995,             0.84986,            0.015827,           0.0036704,           0.0018568,            0.006535,            0.006535,            0.006535
                 177,            0.021715,           0.0063295,           0.0030578,             0.98777,             0.99477,               0.995,             0.80706,            0.018343,           0.0038004,           0.0018389,           0.0065152,           0.0065152,           0.0065152
                 178,            0.023668,           0.0068892,           0.0038963,             0.99049,             0.99652,               0.995,             0.83846,            0.015161,           0.0036283,           0.0018751,           0.0064954,           0.0064954,           0.0064954
                 179,            0.022236,           0.0068395,           0.0025899,             0.98572,              0.9902,             0.99454,             0.84003,            0.017395,           0.0037335,           0.0018593,           0.0064756,           0.0064756,           0.0064756
                 180,            0.021451,           0.0058339,           0.0036111,             0.98461,              0.9902,             0.99454,             0.79852,            0.021144,           0.0038857,           0.0018474,           0.0064558,           0.0064558,           0.0064558
                 181,            0.023645,           0.0065345,           0.0030551,             0.97894,                   1,             0.99454,             0.80803,             0.01853,           0.0038349,           0.0018123,            0.006436,            0.006436,            0.006436
                 182,            0.021969,           0.0065105,           0.0032379,             0.97941,             0.99841,             0.99454,              0.8837,            0.015986,           0.0037423,           0.0017733,           0.0064162,           0.0064162,           0.0064162
                 183,            0.022042,           0.0066741,           0.0033456,             0.97906,             0.99871,             0.99454,             0.86974,            0.017429,           0.0038368,           0.0017501,           0.0063964,           0.0063964,           0.0063964
                 184,            0.022081,           0.0060999,           0.0033036,             0.98316,             0.99952,               0.995,             0.81543,            0.019659,           0.0038363,           0.0017347,           0.0063766,           0.0063766,           0.0063766
                 185,            0.023083,           0.0067323,           0.0032909,             0.98242,                   1,               0.995,             0.83845,            0.016795,            0.003782,           0.0017139,           0.0063568,           0.0063568,           0.0063568
                 186,            0.021155,           0.0067165,           0.0032714,             0.98075,                   1,             0.99454,              0.8412,            0.016524,           0.0037383,           0.0016901,            0.006337,            0.006337,            0.006337
                 187,            0.021968,            0.006201,           0.0032819,              0.9807,                   1,             0.99454,             0.84736,            0.015937,           0.0037316,           0.0016575,           0.0063172,           0.0063172,           0.0063172
                 188,            0.023155,           0.0066085,           0.0031833,             0.97859,                   1,               0.995,             0.83022,            0.017813,           0.0037659,           0.0016331,           0.0062974,           0.0062974,           0.0062974
                 189,            0.022834,            0.006282,           0.0030113,             0.98404,                   1,               0.995,               0.818,            0.016788,           0.0037896,           0.0016503,           0.0062776,           0.0062776,           0.0062776
                 190,            0.022073,           0.0066849,           0.0032624,              0.9843,              0.9902,             0.99454,             0.85762,            0.014546,           0.0035929,            0.001672,           0.0062578,           0.0062578,           0.0062578
                 191,            0.020285,           0.0063502,           0.0035583,             0.98481,                   1,             0.99454,              0.8536,            0.015105,           0.0036421,           0.0017108,            0.006238,            0.006238,            0.006238
                 192,            0.021661,           0.0061843,           0.0030196,             0.98503,                   1,               0.995,             0.86049,            0.015234,           0.0037317,           0.0017503,           0.0062182,           0.0062182,           0.0062182
                 193,            0.020969,           0.0070475,           0.0029554,             0.98614,                   1,               0.995,             0.85063,            0.016173,           0.0038464,           0.0017762,           0.0061984,           0.0061984,           0.0061984
                 194,            0.022115,           0.0060598,           0.0038534,             0.98442,                   1,               0.995,             0.84847,            0.014372,             0.00367,           0.0017845,           0.0061786,           0.0061786,           0.0061786
                 195,            0.020961,           0.0066859,           0.0031142,              0.9846,             0.99983,               0.995,             0.85841,            0.014502,           0.0036363,           0.0017774,           0.0061588,           0.0061588,           0.0061588
                 196,            0.021112,            0.006303,           0.0029132,             0.98516,                   1,               0.995,             0.85423,            0.015646,           0.0037377,           0.0017513,            0.006139,            0.006139,            0.006139
                 197,            0.020946,           0.0062309,           0.0034392,             0.98472,                   1,               0.995,             0.86163,            0.013635,           0.0035773,           0.0017589,           0.0061192,           0.0061192,           0.0061192
                 198,            0.021559,           0.0058146,           0.0033621,             0.98398,                   1,               0.995,             0.86627,            0.014593,           0.0035346,           0.0017605,           0.0060994,           0.0060994,           0.0060994
                 199,            0.023091,           0.0066023,             0.00275,             0.98532,                   1,               0.995,             0.85517,            0.014527,           0.0035758,           0.0017659,           0.0060796,           0.0060796,           0.0060796
                 200,            0.019871,           0.0060839,           0.0029815,             0.98531,                   1,               0.995,             0.84917,             0.01472,            0.003615,            0.001766,           0.0060598,           0.0060598,           0.0060598
                 201,            0.020832,           0.0064445,           0.0026247,             0.98386,                   1,               0.995,             0.86792,            0.014245,           0.0036869,           0.0017465,             0.00604,             0.00604,             0.00604
                 202,            0.020094,           0.0062917,             0.00222,             0.98816,                   1,               0.995,             0.85126,            0.016043,           0.0037229,           0.0016968,           0.0060202,           0.0060202,           0.0060202
                 203,            0.020808,           0.0064821,           0.0023954,             0.99264,               0.999,               0.995,             0.85137,            0.014926,           0.0036158,           0.0016789,           0.0060004,           0.0060004,           0.0060004
                 204,            0.021067,           0.0057253,           0.0024802,             0.99359,              0.9983,               0.995,             0.84153,            0.015489,           0.0036998,           0.0016685,           0.0059806,           0.0059806,           0.0059806
                 205,            0.022473,           0.0065247,           0.0025819,             0.99191,              0.9977,               0.995,             0.86745,            0.013384,           0.0036015,           0.0016564,           0.0059608,           0.0059608,           0.0059608
                 206,            0.021043,            0.005977,           0.0032317,             0.99089,             0.99795,               0.995,              0.8382,            0.016006,           0.0037337,           0.0016591,            0.005941,            0.005941,            0.005941
                 207,            0.020518,           0.0058273,           0.0021225,             0.98926,              0.9975,               0.995,             0.83602,             0.01627,           0.0037227,           0.0016339,           0.0059212,           0.0059212,           0.0059212
                 208,            0.022278,           0.0061027,           0.0022949,             0.98902,              0.9975,               0.995,              0.8494,            0.015213,           0.0036245,           0.0016263,           0.0059014,           0.0059014,           0.0059014
                 209,            0.020898,           0.0064753,           0.0026819,             0.99248,              0.9971,               0.995,             0.86696,            0.013464,           0.0035489,           0.0016156,           0.0058816,           0.0058816,           0.0058816
                 210,            0.019437,           0.0057362,           0.0018923,             0.99292,             0.99712,               0.995,              0.8396,            0.013877,           0.0036344,           0.0016185,           0.0058618,           0.0058618,           0.0058618
                 211,            0.020807,           0.0056983,           0.0029976,             0.99395,             0.99709,               0.995,             0.85956,            0.013911,           0.0035456,           0.0016435,            0.005842,            0.005842,            0.005842
                 212,            0.020086,           0.0060954,            0.003559,             0.99449,             0.99669,               0.995,              0.8756,            0.012636,           0.0034089,           0.0016994,           0.0058222,           0.0058222,           0.0058222
                 213,            0.018674,           0.0059514,           0.0034346,             0.99368,             0.99623,               0.995,             0.82289,             0.01379,           0.0033813,           0.0017713,           0.0058024,           0.0058024,           0.0058024
                 214,            0.019605,            0.006201,           0.0025544,             0.99202,             0.99651,               0.995,             0.83938,             0.01585,           0.0035632,           0.0017648,           0.0057826,           0.0057826,           0.0057826
                 215,             0.01971,           0.0059333,           0.0025508,             0.99196,             0.99724,               0.995,              0.8697,             0.01508,           0.0034975,           0.0017577,           0.0057628,           0.0057628,           0.0057628
                 216,            0.020279,           0.0062153,           0.0028565,             0.99334,             0.99852,               0.995,             0.85003,            0.014095,           0.0033881,           0.0017569,            0.005743,            0.005743,            0.005743
                 217,            0.021726,           0.0060443,           0.0032807,             0.99425,             0.99907,               0.995,             0.88019,             0.01307,           0.0033106,           0.0017265,           0.0057232,           0.0057232,           0.0057232
                 218,            0.019752,           0.0060504,           0.0030778,             0.99331,                   1,               0.995,             0.84957,            0.013855,           0.0034213,           0.0017223,           0.0057034,           0.0057034,           0.0057034
                 219,            0.021044,           0.0058352,             0.00319,             0.99312,             0.99877,               0.995,             0.86079,             0.01504,           0.0034508,           0.0016999,           0.0056836,           0.0056836,           0.0056836
                 220,            0.019788,           0.0061257,           0.0024204,              0.9928,             0.99678,               0.995,             0.86554,            0.013924,           0.0033358,           0.0016806,           0.0056638,           0.0056638,           0.0056638
                 221,             0.01985,           0.0063204,           0.0028565,               0.992,             0.99665,               0.995,             0.87776,            0.013433,           0.0032891,           0.0016594,            0.005644,            0.005644,            0.005644
                 222,            0.019455,           0.0061982,           0.0025258,             0.99148,             0.99673,               0.995,             0.83032,            0.015239,           0.0034542,           0.0016481,           0.0056242,           0.0056242,           0.0056242
                 223,            0.018771,           0.0055113,           0.0026738,             0.98854,             0.99691,               0.995,             0.82862,            0.014219,           0.0033978,           0.0016918,           0.0056044,           0.0056044,           0.0056044
                 224,            0.020032,           0.0061534,           0.0023461,             0.98647,             0.99688,               0.995,             0.84966,            0.013049,            0.003429,           0.0017208,           0.0055846,           0.0055846,           0.0055846
                 225,             0.01981,           0.0060345,           0.0024077,             0.98492,             0.99685,               0.995,             0.86982,            0.012712,           0.0033993,           0.0017167,           0.0055648,           0.0055648,           0.0055648
                 226,             0.02093,           0.0061973,           0.0023678,             0.98624,             0.99686,               0.995,              0.8635,            0.012442,            0.003351,           0.0017057,            0.005545,            0.005545,            0.005545
                 227,            0.020762,           0.0067039,           0.0031305,             0.98718,             0.99702,               0.995,             0.88909,            0.012363,           0.0033728,           0.0016677,           0.0055252,           0.0055252,           0.0055252
                 228,            0.019464,           0.0061425,           0.0022323,             0.98874,             0.99699,               0.995,             0.88637,            0.012457,           0.0032938,           0.0016173,           0.0055054,           0.0055054,           0.0055054
                 229,             0.01974,           0.0059968,           0.0023791,             0.98912,             0.99691,               0.995,             0.87154,            0.012237,           0.0032949,           0.0015868,           0.0054856,           0.0054856,           0.0054856
                 230,            0.020015,            0.006177,           0.0021743,             0.98896,             0.99681,               0.995,             0.88357,            0.012954,           0.0033389,           0.0015505,           0.0054658,           0.0054658,           0.0054658
                 231,            0.019223,           0.0066514,            0.002101,             0.99033,             0.99682,               0.995,              0.8923,            0.011825,           0.0032884,           0.0015324,            0.005446,            0.005446,            0.005446
                 232,            0.020533,            0.006029,           0.0025005,             0.99019,             0.99675,               0.995,             0.88725,             0.01259,           0.0033266,           0.0015075,           0.0054262,           0.0054262,           0.0054262
                 233,            0.020399,            0.006012,            0.003175,             0.99057,             0.99679,               0.995,             0.89401,            0.012421,           0.0032782,           0.0014961,           0.0054064,           0.0054064,           0.0054064
                 234,            0.020235,           0.0062495,           0.0020809,             0.99057,             0.99675,               0.995,             0.88238,            0.012392,            0.003315,           0.0014718,           0.0053866,           0.0053866,           0.0053866
                 235,             0.01933,           0.0057657,           0.0026836,             0.98872,             0.99678,               0.995,             0.86258,            0.012986,           0.0033807,           0.0014641,           0.0053668,           0.0053668,           0.0053668
                 236,            0.018957,           0.0062756,           0.0021477,             0.98778,             0.99672,               0.995,               0.858,            0.013671,             0.00341,           0.0014576,            0.005347,            0.005347,            0.005347
                 237,            0.020197,           0.0065707,             0.00231,              0.9883,             0.99669,               0.995,             0.87444,            0.013205,           0.0033554,           0.0014539,           0.0053272,           0.0053272,           0.0053272
                 238,            0.018776,           0.0062392,           0.0024095,             0.98855,             0.99676,               0.995,             0.87124,            0.012483,           0.0032181,           0.0014526,           0.0053074,           0.0053074,           0.0053074
                 239,             0.01916,           0.0053682,           0.0028993,             0.98804,             0.99686,               0.995,             0.88696,            0.013012,            0.003267,           0.0014605,           0.0052876,           0.0052876,           0.0052876
                 240,            0.019629,           0.0062808,           0.0022804,             0.98684,             0.99712,               0.995,             0.88625,            0.012854,           0.0032225,           0.0014664,           0.0052678,           0.0052678,           0.0052678
                 241,            0.018398,           0.0057039,            0.002358,             0.98658,               0.997,               0.995,             0.87988,            0.013401,            0.003232,           0.0014821,            0.005248,            0.005248,            0.005248
                 242,            0.019172,           0.0056948,           0.0023686,             0.98512,             0.99712,               0.995,             0.87939,             0.01161,           0.0031449,           0.0015196,           0.0052282,           0.0052282,           0.0052282
                 243,            0.018314,           0.0059555,           0.0024281,             0.98651,             0.99736,               0.995,             0.87145,            0.012295,           0.0031352,           0.0015356,           0.0052084,           0.0052084,           0.0052084
                 244,            0.018352,           0.0059943,           0.0024025,             0.99022,             0.99683,               0.995,             0.89876,            0.011322,           0.0030374,           0.0015367,           0.0051886,           0.0051886,           0.0051886
                 245,            0.017828,           0.0059466,           0.0023319,             0.99161,               0.996,               0.995,             0.87901,            0.012254,           0.0031142,           0.0015237,           0.0051688,           0.0051688,           0.0051688
                 246,             0.01878,              0.0065,            0.002399,             0.99279,             0.99593,               0.995,             0.89309,            0.011595,            0.003046,           0.0015142,            0.005149,            0.005149,            0.005149
                 247,            0.018708,             0.00596,           0.0033664,             0.98866,                   1,               0.995,             0.87872,             0.01253,           0.0030889,           0.0014804,           0.0051292,           0.0051292,           0.0051292
                 248,            0.019581,           0.0059857,           0.0022873,             0.98944,                   1,               0.995,               0.876,            0.012178,           0.0031212,           0.0014667,           0.0051094,           0.0051094,           0.0051094
                 249,            0.018222,            0.005867,           0.0025082,             0.98371,              0.9953,             0.99454,             0.83823,            0.013608,            0.003247,           0.0014367,           0.0050896,           0.0050896,           0.0050896
                 250,            0.019397,           0.0058724,           0.0022048,             0.98447,                   1,             0.99454,             0.87746,             0.01216,           0.0031666,           0.0014253,           0.0050698,           0.0050698,           0.0050698
                 251,            0.018659,           0.0055283,           0.0025705,             0.98421,                   1,             0.99454,             0.87828,            0.011947,           0.0031596,           0.0014267,             0.00505,             0.00505,             0.00505
                 252,            0.017922,           0.0059896,           0.0019577,             0.98454,                   1,             0.99454,             0.88765,             0.01176,           0.0031981,            0.001397,           0.0050302,           0.0050302,           0.0050302
                 253,            0.017523,           0.0056295,           0.0021244,             0.98404,                   1,             0.99454,             0.83163,            0.013669,           0.0032585,           0.0013934,           0.0050104,           0.0050104,           0.0050104
                 254,            0.019028,           0.0055539,           0.0028993,             0.98435,                   1,             0.99454,             0.87031,            0.012851,           0.0032152,           0.0014216,           0.0049906,           0.0049906,           0.0049906
                 255,            0.018361,           0.0058788,           0.0023299,             0.98491,                   1,               0.995,             0.87314,             0.01216,           0.0032016,           0.0014406,           0.0049708,           0.0049708,           0.0049708
                 256,            0.018066,           0.0059225,           0.0020064,             0.98623,                   1,               0.995,              0.8811,             0.01162,           0.0031818,           0.0014708,            0.004951,            0.004951,            0.004951
                 257,            0.016988,           0.0048464,           0.0028039,             0.99359,                   1,               0.995,              0.8566,            0.012946,            0.003131,           0.0015106,           0.0049312,           0.0049312,           0.0049312
                 258,            0.019583,           0.0057677,           0.0034591,             0.99603,             0.99729,               0.995,             0.85619,            0.013133,           0.0031184,           0.0015443,           0.0049114,           0.0049114,           0.0049114
                 259,            0.017912,           0.0060961,           0.0021691,             0.99639,              0.9962,               0.995,             0.87338,            0.013413,            0.003179,            0.001573,           0.0048916,           0.0048916,           0.0048916
                 260,            0.018671,           0.0054975,           0.0026464,             0.99663,             0.99739,               0.995,             0.88806,            0.011819,           0.0030663,           0.0015913,           0.0048718,           0.0048718,           0.0048718
                 261,            0.017843,           0.0059368,           0.0028691,             0.99686,             0.99692,               0.995,             0.85227,            0.012691,            0.003139,           0.0016019,            0.004852,            0.004852,            0.004852
                 262,            0.018236,           0.0060682,           0.0024673,             0.99619,             0.99682,               0.995,             0.84508,            0.013365,           0.0031495,           0.0015834,           0.0048322,           0.0048322,           0.0048322
                 263,            0.019019,           0.0059381,           0.0020307,             0.99579,             0.99684,               0.995,             0.86803,            0.012265,           0.0030718,           0.0015493,           0.0048124,           0.0048124,           0.0048124
                 264,            0.017931,           0.0053603,           0.0025208,             0.99532,             0.99691,               0.995,             0.84359,            0.013791,            0.003206,           0.0015091,           0.0047926,           0.0047926,           0.0047926
                 265,             0.01904,           0.0062582,           0.0026971,             0.99554,             0.99639,               0.995,             0.85179,             0.01401,           0.0032751,           0.0014979,           0.0047728,           0.0047728,           0.0047728
                 266,            0.018787,           0.0061938,           0.0020667,              0.9961,             0.99385,               0.995,             0.86791,            0.012656,           0.0032376,            0.001475,            0.004753,            0.004753,            0.004753
                 267,            0.018694,           0.0059065,           0.0021527,             0.99671,             0.99259,               0.995,             0.87062,            0.011812,           0.0031692,           0.0014502,           0.0047332,           0.0047332,           0.0047332
                 268,            0.018228,           0.0057051,           0.0022918,             0.99661,             0.99334,               0.995,             0.87227,            0.011597,           0.0031861,           0.0014369,           0.0047134,           0.0047134,           0.0047134
                 269,            0.018087,           0.0059651,           0.0022887,             0.99688,             0.99444,               0.995,             0.88137,             0.01117,           0.0031381,           0.0014077,           0.0046936,           0.0046936,           0.0046936
                 270,            0.016812,           0.0055661,           0.0019505,             0.99665,             0.99664,               0.995,             0.86923,            0.011987,           0.0031489,           0.0013807,           0.0046738,           0.0046738,           0.0046738
                 271,             0.01709,           0.0055855,           0.0022765,             0.99519,             0.99635,               0.995,             0.86585,            0.011646,            0.003086,           0.0013561,            0.004654,            0.004654,            0.004654
                 272,            0.018167,           0.0061656,            0.001845,             0.99421,             0.99651,               0.995,             0.89616,            0.011363,           0.0030921,           0.0013593,           0.0046342,           0.0046342,           0.0046342
                 273,             0.01837,           0.0053504,           0.0026163,             0.99339,             0.99682,               0.995,             0.88392,            0.011636,           0.0030906,           0.0013566,           0.0046144,           0.0046144,           0.0046144
                 274,            0.017389,           0.0057478,           0.0017166,              0.9922,             0.99706,               0.995,             0.88456,            0.011542,           0.0030732,           0.0013559,           0.0045946,           0.0045946,           0.0045946
                 275,            0.017867,           0.0059008,           0.0018883,             0.99405,             0.99453,               0.995,             0.86855,            0.011768,           0.0030628,           0.0013634,           0.0045748,           0.0045748,           0.0045748
                 276,            0.017479,             0.00533,           0.0023341,             0.99369,             0.99383,               0.995,             0.88456,            0.010607,           0.0029888,           0.0013736,            0.004555,            0.004555,            0.004555
                 277,            0.017116,           0.0058368,           0.0027257,             0.99427,             0.99273,               0.995,             0.87377,            0.011261,           0.0030506,           0.0013745,           0.0045352,           0.0045352,           0.0045352
                 278,            0.018482,           0.0058294,           0.0026953,             0.99448,             0.99196,               0.995,             0.88943,            0.011489,           0.0030195,            0.001351,           0.0045154,           0.0045154,           0.0045154
                 279,            0.017277,           0.0057802,           0.0019525,             0.99456,              0.9922,               0.995,             0.88078,            0.011825,           0.0030279,           0.0013404,           0.0044956,           0.0044956,           0.0044956
                 280,            0.018613,           0.0062276,           0.0018632,             0.99409,             0.99302,               0.995,               0.881,            0.011283,           0.0029978,           0.0013394,           0.0044758,           0.0044758,           0.0044758
                 281,            0.017363,            0.006156,           0.0019909,             0.99262,             0.99429,               0.995,             0.88179,            0.011717,           0.0030044,           0.0013412,            0.004456,            0.004456,            0.004456
                 282,            0.017641,           0.0058889,           0.0022065,             0.99106,             0.99552,               0.995,             0.89375,            0.011438,           0.0029934,           0.0013274,           0.0044362,           0.0044362,           0.0044362
                 283,            0.016479,           0.0051026,           0.0019645,             0.98918,              0.9968,               0.995,             0.89367,            0.011109,           0.0029856,           0.0013325,           0.0044164,           0.0044164,           0.0044164
                 284,             0.01643,           0.0063581,           0.0018183,             0.98887,             0.99635,               0.995,             0.89683,            0.010882,           0.0029756,            0.001329,           0.0043966,           0.0043966,           0.0043966
                 285,            0.016505,           0.0055428,           0.0018376,             0.98957,             0.99607,               0.995,             0.88904,            0.011299,           0.0029993,            0.001328,           0.0043768,           0.0043768,           0.0043768
                 286,            0.017041,           0.0054572,           0.0019057,             0.99137,             0.99531,               0.995,             0.89329,            0.010907,           0.0029459,           0.0013332,            0.004357,            0.004357,            0.004357
                 287,            0.014952,           0.0059393,           0.0020114,              0.9928,             0.99479,               0.995,             0.90327,            0.011743,           0.0030203,           0.0013241,           0.0043372,           0.0043372,           0.0043372
                 288,            0.015919,           0.0055882,           0.0027991,             0.99375,             0.99375,               0.995,             0.89723,             0.01073,           0.0029817,           0.0013078,           0.0043174,           0.0043174,           0.0043174
                 289,            0.016575,           0.0054683,           0.0018603,              0.9939,             0.99426,               0.995,             0.89433,            0.011915,           0.0030387,           0.0012783,           0.0042976,           0.0042976,           0.0042976
                 290,            0.016147,           0.0053017,           0.0019668,              0.9932,             0.99622,               0.995,             0.89234,            0.011744,           0.0030676,           0.0012726,           0.0042778,           0.0042778,           0.0042778
                 291,            0.016479,           0.0058507,           0.0021974,             0.99328,             0.99672,               0.995,             0.88847,            0.011361,           0.0031032,           0.0012541,            0.004258,            0.004258,            0.004258
                 292,            0.016246,           0.0051983,           0.0017415,             0.99374,             0.99474,               0.995,             0.89484,            0.010808,           0.0030759,           0.0012506,           0.0042382,           0.0042382,           0.0042382
                 293,            0.016379,           0.0055085,           0.0020086,             0.99284,             0.99429,               0.995,             0.88627,            0.011564,           0.0030941,           0.0012485,           0.0042184,           0.0042184,           0.0042184
                 294,            0.016785,           0.0055767,            0.002349,             0.99064,             0.99425,               0.995,             0.88597,            0.011419,           0.0030591,           0.0012647,           0.0041986,           0.0041986,           0.0041986
                 295,             0.01683,           0.0053614,           0.0017885,             0.98847,             0.99456,               0.995,             0.88906,            0.011504,           0.0031533,           0.0012782,           0.0041788,           0.0041788,           0.0041788
                 296,             0.01591,           0.0054456,           0.0015473,             0.98787,             0.99482,               0.995,             0.88747,            0.010916,           0.0031199,           0.0012749,            0.004159,            0.004159,            0.004159
                 297,            0.016696,           0.0049794,            0.001758,             0.98966,             0.99452,               0.995,             0.89127,            0.010755,           0.0031647,           0.0012679,           0.0041392,           0.0041392,           0.0041392
                 298,            0.016596,            0.005608,           0.0018482,             0.98997,             0.99549,               0.995,             0.88681,            0.011114,           0.0031215,           0.0012555,           0.0041194,           0.0041194,           0.0041194
                 299,            0.016261,           0.0057298,            0.001903,             0.99065,             0.99648,               0.995,             0.89933,           0.0098837,           0.0030263,             0.00126,           0.0040996,           0.0040996,           0.0040996
                 300,             0.01668,           0.0054672,           0.0018705,             0.99151,             0.99742,               0.995,             0.89628,            0.010411,           0.0030439,           0.0012509,           0.0040798,           0.0040798,           0.0040798
                 301,            0.016508,           0.0059327,           0.0021258,              0.9933,             0.99677,               0.995,             0.86199,            0.011855,           0.0030972,           0.0012395,             0.00406,             0.00406,             0.00406
                 302,            0.017018,           0.0057156,           0.0020171,             0.99473,             0.99615,               0.995,             0.89519,            0.011379,           0.0029931,           0.0012177,           0.0040402,           0.0040402,           0.0040402
                 303,            0.015872,           0.0053421,           0.0016793,             0.99526,             0.99603,               0.995,             0.89995,             0.01138,           0.0029394,           0.0012165,           0.0040204,           0.0040204,           0.0040204
                 304,            0.016168,           0.0054507,           0.0018627,             0.99518,             0.99616,               0.995,             0.89866,            0.010361,           0.0028734,           0.0012098,           0.0040006,           0.0040006,           0.0040006
                 305,            0.015669,           0.0051186,           0.0015349,             0.99455,             0.99648,               0.995,             0.86904,            0.011239,           0.0029341,            0.001209,           0.0039808,           0.0039808,           0.0039808
                 306,            0.016085,           0.0060207,           0.0016382,             0.99487,             0.99642,               0.995,             0.89125,            0.010996,           0.0029084,           0.0012128,            0.003961,            0.003961,            0.003961
                 307,            0.015588,           0.0057562,           0.0017486,             0.99469,             0.99659,               0.995,             0.88593,            0.010786,           0.0029184,           0.0012192,           0.0039412,           0.0039412,           0.0039412
                 308,            0.016153,           0.0055196,           0.0018254,             0.99394,             0.99668,               0.995,             0.88491,            0.010199,           0.0029002,           0.0012256,           0.0039214,           0.0039214,           0.0039214
                 309,            0.015464,           0.0054352,           0.0023295,             0.99254,             0.99699,               0.995,             0.87771,             0.01056,           0.0029268,           0.0012215,           0.0039016,           0.0039016,           0.0039016
                 310,            0.015946,            0.005116,           0.0017639,             0.99546,             0.99243,               0.995,             0.90281,            0.010351,           0.0029803,           0.0012225,           0.0038818,           0.0038818,           0.0038818
                 311,            0.014862,           0.0053283,           0.0016077,             0.99486,             0.99215,               0.995,             0.89683,            0.010464,           0.0029934,           0.0012113,            0.003862,            0.003862,            0.003862
                 312,            0.015248,           0.0048984,           0.0019482,             0.99458,             0.99201,               0.995,             0.89329,             0.01066,           0.0030368,           0.0012144,           0.0038422,           0.0038422,           0.0038422
                 313,            0.015644,           0.0056171,           0.0018401,             0.99408,             0.99184,               0.995,              0.9202,           0.0099836,           0.0029912,           0.0012174,           0.0038224,           0.0038224,           0.0038224
